title,is_movie,release_year,duration_int,rating,country,director,cast,cluster,action & adventure,anime features,anime series,british tv shows,children & family movies,classic & cult tv,classic movies,comedies,crime tv shows,cult movies,documentaries,docuseries,dramas,faith & spirituality,horror movies,independent movies,international movies,international tv shows,kids' tv,korean tv shows,lgbtq movies,movies,music & musicals,reality tv,romantic movies,romantic tv shows,sci-fi & fantasy,science & nature tv,spanish-language tv shows,sports movies,stand-up comedy,stand-up comedy & talk shows,teen tv shows,thrillers,tv action & adventure,tv comedies,tv dramas,tv horror,tv mysteries,tv sci-fi & fantasy,tv shows,tv thrillers
Skin Decision: Before and After,0,2020,1,TV-MA,United States,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sunny Bunnies,0,2016,2,TV-Y,Belarus,Unknown,"Svetlana Tsimokhina, Dmitri Davidovich",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sylvia,1,2018,104,TV-14,Nigeria,Daniel Oriahi,"Chris Attoh, Zainab Balogun, Ini Dima-Okojie, Udoka Onyeka, Lord Frank, Bolaji Ogunmola, Ijeoma Grace Agu, Omotunde Adebowale David",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Players,1,2020,89,TV-MA,Italy,Stefano Mordini,"Valerio Mastandrea, Riccardo Scamarcio, Laura Chiatti, Valentina Cervi, Marina Fos, Euridice Axen, Massimiliano Gallo, Alessia Giuliani",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Business of Drugs,0,2020,1,TV-MA,United States,Unknown,Amaryllis Fox,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Urzila Carlson: Overqualified Loser,1,2020,62,TV-MA,Australia,Hayden Guppy,Urzila Carlson,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
We Are One,1,2020,86,TV-MA,France,Stphane de Freitas,Unknown,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hole in the Wall,1,2016,104,TV-MA,South Africa,"Andr Odendaal, Johan Vorster","Andr Odendaal, Nicholas Campbell, Tinarie van Wyk Loots, Bheki Mkwane, Susan Coetzer, Botho Molohloane, Anna Davel, Nomboniso Paile, Dania Gelderblom, Hamish Kyd",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dating Around: Brazil,0,2020,1,TV-14,Brazil,Cassia Dian,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Down to Earth with Zac Efron,0,2020,1,TV-PG,United States,Unknown,"Zac Efron, Darin Olien",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mama's Boy,1,2018,101,TV-14,Egypt,Amro Salah,"Hesham Maged, Shikoo, Mohammed Tharwat, Mahmoud Ellisy, Ahmed Sultan, Noor Kadri",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Claudia Kishi Club,1,2020,17,TV-14,United States,Sue Ding,Unknown,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Epic Tales of Captain Underpants in Space,0,2020,1,TV-Y7,United States,Unknown,"Nat Faxon, Jay Gragnani, Ramone Hamilton, Sean Astin, Dayci Brookshire, Jorge Diaz, Peter Hastings, Evan Kishiyama, David Koechner, Erica Luttrell, Brennan Murray, Nolan North, Gary Anthony Williams, Secunda Wood",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
The Old Guard,1,2020,126,R,United States,Gina Prince-Bythewood,"Charlize Theron, KiKi Layne, Marwan Kenzari, Luca Marinelli, Harry Melling, Van Veronica Ngo, Matthias Schoenaerts, Chiwetel Ejiofor",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Twelve,0,2019,1,TV-MA,Belgium,Wouter Bouvijn,"Maaike Neuville, Charlotte De Bruyne, Tom Vermeir, Mieke De Groote, Johan Heldenbergh, Zouzou Ben Chikha, Peter Gorissen, Piet De Praitere, Maaike Cafmeyer, Josse De Pauw, Greet Verstraete, Koen De Sutter, Isabelle Van Hecke, Lynn Van Royen",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Your Excellency,1,2019,120,TV-G,Unknown,Funke Akindele,"Akin Lewis, Funke Akindele, Kemi Lala Akindoju, Shaffy Bello, Kunle Coker, Eku Edewor, Alexx Ekubo, Osas Ighodaro Ajibade, Seyi Law, Falz, Chigul, Deyemi Okanlawon, Beverly Osu, Toni Tones, Christian Paul, Bimbo Manuel, Helen Paul",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Japan Sinks: 2020,0,2020,1,TV-MA,Japan,Unknown,"Reina Ueda, Tomo Muranaka, Yuko Sasaki, Masaki Terasoma, Hiroyuki Yoshino, Kensho Ono",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Protector,0,2020,4,TV-MA,Turkey,Unknown,"aatay Ulusoy, Aya Ayin Turan, Hazar Ergl, Okan Yalabk, Mehmet Kurtulu, Yurdaer Okur",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Was It Love?,0,2020,1,TV-14,South Korea,Unknown,"Song Ji-hyo, Son Ho-jun, Song Jong-ho, Koo Ja-sung, Kim Min-jun, Kim Da-som, Kim Mee-kyung, Um Chae-young, Kim Young-ah, Kim Byung-choon",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Born Racer,1,2018,89,R,New Zealand,Bryn Evans,Scott Dixon,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mucho Mucho Amor: The Legend of Walter Mercado,1,2020,96,TV-14,United States,"Cristina Costantini, Kareem Tabsch",Walter Mercado,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stateless,0,2020,1,TV-MA,Australia,Unknown,"Yvonne Strahovski, Jai Courtney, Cate Blanchett, Asher Keddie, Fayssal Bazzi, Dominic West",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Long Dumb Road,1,2018,91,R,United States,Hannah Fidell,"Tony Revolori, Jason Mantzoukas, Taissa Farmiga, Grace Gummer, Ciara Bravo, Casey Wilson, Pamela Reed, Ron Livingston",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr. Seuss' The Lorax,1,2012,86,PG,"United States, France","Chris Renaud, Kyle Balda","Danny DeVito, Ed Helms, Taylor Swift, Zac Efron, Betty White, Rob Riggle, Jenny Slate, Nasim Pedrad, Joel Swetow, Michael Beattie, Stephen Tobolowsky",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jim Jefferies: Intolerant,1,2020,67,TV-MA,Unknown,Scott Zabielski,Jim Jefferies,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A Kid from Coney Island,1,2019,89,TV-MA,"United States, China","Coodie, Chike",Stephon Marbury,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PNL - Dans la lgende tour,1,2020,65,TV-MA,Unknown,QLF,PNL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aiyyaa,1,2012,151,TV-14,India,Sachin Kundalkar,"Rani Mukerji, Prithviraj Sukumaran, Nirmiti Sawant, Subodh Bhave, Jyoti Subhash, Satish Alekar, Anita Date, Amey Wagh, Kishori Balal, Pakoda Pandi",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bbuddah Hoga Terra Baap,1,2011,116,TV-14,India,Puri Jagannadh,"Amitabh Bachchan, Hema Malini, Raveena Tandon, Sonu Sood, Sonal Chauhan, Charmy Kaur, Prakash Raj, Makrand Deshpande, Subbaraju, Shawar Ali, Rajeev Verma",0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blood Money,1,2012,110,TV-14,India,Vishal Mahadkar,"Manish Chaudhary, Kunal Kemmu, Amrita Puri, Shekar Shukla, Teeshay, Mia Evonne Uyeda",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombay Talkies,1,2013,123,TV-MA,India,"Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar","Rani Mukerji, Randeep Hooda, Saqib Saleem, Nawazuddin Siddiqui, Sadashiv Amrapurkar, Amitabh Bachchan, Ranvir Shorey, Katrina Kaif, Diana Penty",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Boss,1,2013,139,TV-14,India,Anthony D'Souza,"Akshay Kumar, Ronit Roy, Shiv Pandit, Mithun Chakraborty, Johny Lever, Aditi Rao Hydari, Danny Denzongpa, Govind Namdeo, Parikshat Sahni, Aakash Dabhade",2,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Budhia Singh: Born to Run,1,2016,95,TV-MA,India,Soumendra Padhi,"Manoj Bajpayee, Mayur Mahendra Patole, Tillotama Shome, Shruti Marathe, Chhaya Kadam, Gajraj Rao",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chashme Baddoor,1,2013,121,TV-14,India,David Dhawan,"Rishi Kapoor, Ali Zafar, Taapsee Pannu, Siddharth, Divyendu Sharma, Anupam Kher, Bharati Achrekar, Lillete Dubey, Ayaz Khan",2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dharam Sankat Mein,1,2015,127,TV-PG,India,Fuwad Khan,"Paresh Rawal, Annu Kapoor, Alka Badola Kaushal, Auritra Ghosh, Naseeruddin Shah, Manoj Raghubir Sharma, Rushita Pandya, Murli Sharma",2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Drishyam,1,2015,162,TV-14,India,Nishikant Kamat,"Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor, Ishita Dutta, Mrunal Jadhav, Prasanna Ketkar, Yogesh Sonam, Prathamesh Parab, Rishabh Chaddha",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gabbar Is Back,1,2015,128,TV-14,India,Krish,"Akshay Kumar, Shruti Haasan, Sunil Grover, Kareena Kapoor, Ishita Vyas, Suman Talwar, Jaideep Ahlawat, Shruti Bapna",2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gollu Aur Pappu,1,2014,112,TV-14,India,Kabir Sadanand,"Vir Das, Sandeepa Dhar, Dimple Kapadia, Kunaal Roy Kapur, Deepak Tijori",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hook,0,2020,1,TV-MA,Thailand,Rachit Kusonkoonsiri,"Peemapol Panichtamrong, Phiravich Attachitsataporn, Thime Pichitsurakit, Jidapa Siribunchawan, Yanin Opassathaworn, Jaturong Kolimart, Pete Thongchua, Ratchanont Sukpragawp, Kanyaphak Pongsak, Kittikun Tansuhas, Tanawat Cheawaram, Toru Takizawa, Noraworn Puangumpai",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Inkaar,1,2013,125,TV-MA,India,Sudhir Mishra,"Arjun Rampal, Chitrangada Singh, Deepti Naval, Kanwaljeet Singh, Rehana Sultan, Vipin Sharma, Kaizaad Kotwal, Sujata Sehgal, Shivani Tanksale, Asheesh Kapur",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madras Caf,1,2013,128,TV-14,India,Shoojit Sircar,"John Abraham, Nargis Fakhri, Rashi Khanna, Avijit Dutt, Prakash Belawadi, Ajay Ratnam, Siddartha Basu, Agnello Dias, Dibang",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mary Kom,1,2014,120,TV-PG,India,Omung Kumar,"Priyanka Chopra, Darshan Kumar, Sunil Thapa, Kenny Basumatary, Shishir Sharma, Robin Das, Rajni Basumatary, Lin Laishram, Shakti Singh",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Michael,1,2011,86,TV-MA,India,Ribhu Dasgupta,"Naseeruddin Shah, Mahie Gill, Sabyasachi Chakraborty, Rudranil Ghosh, Iravati Harshe, Churni Ganguly, June Maliah, Purav Bhandare, Shridhar Watsar",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mumbai Delhi Mumbai,1,2014,107,TV-MA,India,Satish Rajwade,"Shiv Pandit, Piaa Bajpai",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oh My God,1,2012,129,TV-PG,India,Umesh Shukla,"Akshay Kumar, Paresh Rawal, Mithun Chakraborty, Om Puri, Apoorva Arora, Arun Bali, Honey Chaaya, Poonam Jhawer, Mahesh Manjrekar, Govind Namdeo",2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
One by Two,1,2014,135,TV-14,India,Devika Bhagat,"Abhay Deol, Preeti Desai, Lillete Dubey, Rati Agnihotri, Jayant Kripalani, Darshan Jariwala, Anish Trivedi, Geetika Tyagi, Preetika Chawla, Tahir Raj Bhasin",2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Only,1,2019,97,TV-MA,United States,Takashi Doscher,"Freida Pinto, Leslie Odom Jr., Chandler Riggs, Jayson Warner Smith, Joshua Mikel, Mark Ashworth, Tia Hendricks, Richard Hempton, Noor Naghmi, Maggie Parto",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Penalty,1,2019,125,TV-14,India,Shubham Singh,"Lukram Smil, Manjot Singh, Shashank Arora, Kay Kay Menon, Aakash Dabhade, Srishti Jain, Bijou Thaangjam, Mohit Nain, Ashwin Kaushal",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Players,1,2012,162,TV-14,India,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Vinod Khanna, Abhishek Bachchan, Bobby Deol, Sonam Kapoor, Bipasha Basu, Neil Nitin Mukesh, Sikander Kher, Omi Vaidya, Johny Lever, Shweta Bhardwaj",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pyaar Ka Punchnama 2,1,2015,136,TV-MA,India,Luv Ranjan,"Kartik Aaryan, Nushrat Bharucha, Sonalli Sehgall, Sunny Singh, Ishita Raj, Omkar Kapoor, Sharat Saxena, Mona Ambegaonkar",2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen,1,2014,138,TV-MA,India,Vikas Bahl,"Kangana Ranaut, Rajkummar Rao, Lisa Haydon, Mish Boyko, Jeffrey Chee Eng Ho, Marco Canadea, Sabeeka Imam, Yogendra Tikku",2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaitan,1,2011,126,TV-MA,India,Bejoy Nambiar,"Rajeev Khandelwal, Kalki Koechlin, Gulshan Devaiah, Shiv Pandit, Kirti Kulhari, Neil Bhoopalam, Nikhil Chinappa, Rajit Kapoor, Rajkummar Rao, Pavan Malhotra",2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Special 26,1,2013,137,TV-PG,India,Neeraj Pandey,"Akshay Kumar, Manoj Bajpayee, Anupam Kher, Jimmy Shergill, Kajal Aggarwal, Divya Dutta, Kharaj Mukherjee, Rajesh Sharma, Kishore Kadam, Neeru Bajwa, Deep Raj Rana, Neetu Singh",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tanu Weds Manu,1,2011,114,TV-14,India,Aanand Rai,"Madhavan, Kangana Ranaut, Jimmy Shergill, Deepak Dobriyal, Swara Bhaskar, Eijaz Khan, K.K. Raina, Rajendra Gupta, Ravi Kishan, Navni Parihar",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What the Fish,1,2013,96,TV-14,India,Gurmmeet Singh,"Dimple Kapadia, Vishal Sharma, Sumit Suri, Anand Tiwari, Deepti Pujari, Manu Rishi Chadha, Geetika Tyagi, Manjot Singh, Sabina Sheema",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Singham,0,2020,2,TV-Y7,India,Unknown,"Swapnil Kumari, Jigna Bhardwaj, Sonal Kaushal, Neshma Chemburkar, Ganesh Divekar, Shaily Dube, Saumya Daan, Anamaya Verma, Parminder Ghumman, Pawan Kalra",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Cable Girls,0,2019,6,TV-MA,Spain,Unknown,"Blanca Surez, Nadia de Santiago, Ana Fernndez, Maggie Civantos, Ana Polvorosa, Yon Gonzlez, Martio Rivas, Nico Romero, Borja Luna, Sergio Mur, Concha Velasco, Antonio Velzquez, Ernesto Alterio, Ira del Ro, Angela Cremonte, Andrea Carballo",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Desperados,1,2020,107,TV-MA,United States,LP,"Nasim Pedrad, Anna Camp, Lamorne Morris, Heather Graham, Robbie Amell, Sarah Burns, Jessica Chaffin",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hunter in the Blue Side of Manchester,1,2020,89,TV-MA,"Indonesia, United Kingdom",Rako Prijanto,"Adipati Dolken, Ganindra Bimo, Donny Alamsyah, Vonny Cornellya, Tania Staite, Maurice Bryrne, Kevin Bzezovski Taroreh",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I Am Not Your Negro,1,2017,94,PG-13,"Switzerland, France, Belgium, United States",Raoul Peck,"Samuel L. Jackson, Joey Starr",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JU-ON: Origins,0,2020,1,TV-MA,Japan,Unknown,"Yoshiyoshi Arakawa, Yuina Kuroshima, Ririka, Koki Osamura, Seiko Iwaido, Kai Inowaki, Ryushin Tei, Yuya Matsuura, Kaho Tsuchimura, Takemi Fujii, Ryota Matsushima, Haruka Kubo, Shinsuke Kato, Nana Yanagisawa, Atom Shukugawa, Yura Anno, Tokio Emoto, Nobuko Sendo, Kana Kurashina",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Southern Survival,0,2020,1,TV-PG,United States,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Baby-Sitters Club,0,2020,1,TV-G,United States,Unknown,"Sophie Grace, Momona Tamada, Shay Rudolph, Malia Baker, Xochitl Gomez, Alicia Silverstone, Mark Feuerstein, Marc Evan Jackson, Aya Furukawa, Jessica Elaina Eason",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Perfect Picture: Ten Years Later,1,2019,148,TV-MA,Ghana,Shirley Frimpong-Manso,"Jackie Appiah, Naa Ashorkor Mensa-Doku, Lydia Forson, Adjetey Anang, Richard Mofe-Damijo, Chris Attoh, Gideon Okeke, Joselyn Dumas, John Dumelo, Beverly Naya",2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Supermarket Sweep,0,1993,1,TV-G,United States,Unknown,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thiago Ventura: POKAS,1,2020,82,TV-MA,Brazil,"Fabio Ock, Joana Mazzucchelli",Thiago Ventura,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Warrior Nun,0,2020,1,TV-MA,United States,Unknown,"Alba Baptista, Toya Turner, Lorena Andrea, Kristina Tonteri-Young, Tristn Ulloa",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
#AnneFrank - Parallel Stories,1,2019,95,TV-14,Italy,"Sabina Fedeli, Anna Migotto","Helen Mirren, Gengher Gatti",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21 Again,0,2019,1,TV-MA,United Kingdom,Unknown,Laura Morgan,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A Touch of Green,0,2016,1,TV-MA,Taiwan,Unknown,"Weber Yang, Cheryl Yang, Tien Hsin, Gabriel Lan, Wu Kang-jen, Cindy Lien, Wen Chen-ling, Hans Chung",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Abby Hatcher,0,2019,1,TV-Y,"United States, Canada",Kyran Kelly,"Macy Drouin, Wyatt White, Paul Sun-Hyung Lee, Michela Luci, Christian Dal Dosso, Laaibah Alvi, Leo Orgil",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ad,1,2020,120,TV-MA,Spain,Salvador Calvo,"Luis Tosar, Anna Castillo, lvaro Cervantes, Miquel Fernndez, Jess Carroza, Moustapha Oumarou, Adam Nourou, Zayidiyya Dissou, Ana Wagener, Nora Navas",2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
